id_do_not_translate,original_text,translation
gaATGkantaServicesForZal1.text,"Doctor Cydonia pulls back, shocked at your directness, and glances to Kanta to gauge how he should react. He scurries up her throne to whisper in her ear and listen. Satisfied after a short conference, the doctor stands forward to address you.

""The great warlord is intrigued by your knowledge of her queendom,"" Cydonia intones, relishing the drama. ""When the outer family and the great Kanta's watchful subjugants from all across the sector whispered about the cleverness of the Captain $playerName, their words were no mere neutrino ghosts.""",
gaATGkantaServicesForZal2.text,"His voice darkens, ""But here your journey comes to an end, captain. Such insolence!"" He motions to guards, who raise weapons, ""The warlord will-""",
gaATGkantaWield.text,"With a clank, Kanta herself stands, and her amplified voice drowns out Doctor Cydonia. ""We see a predator, a hunter, a trickster, a warrior. We see a weapon. We would wield you.""

The cowering Doctor Cydonia licks his lips and turns back to you, ""Her ruthlessness would wield you,"" he admits, then addresses the court, ""Glory and riches flow to those who the warlord so honors!""",
gaATGkantaPaymentZal.text,"Cydonia hunches forward, and speaks quietly, ""Simply access? Or no- your demand is the whole of the person? Kanta went through much trouble to acquire that asset and is loath to give it up. But,"" his eyes twitch, accessing cybernetic implants, ""We understand that your abilities are exceptional and you have access to, ahhh, high places. Special technologies. I may be able to convince Kanta to let you have the asset if you serve well, just-""

Kanta's voice booms out again, ""Bring me back my pet Loke; then Zal is yours. Blood for blood. The Pather called Cotton will be taught Kanta's justice!""",
gaATGkantaPaymentZal2.text,"Cydonia cringes at her demand and smiles apologetically as he steps back to address the court.

""The great warlord will have her pet returned! This $playerName, this will be her champion where all others have failed!""

He leans close to you, smelling of vinegar.",
gaATGkantaPaymentZal3.text,"Cydonia speaks quickly and quietly to you, eyes flickering with words and images only he can see. ""Brother Livewell Cotton, a rising star of the Luddic Path. Based out of the planet Epiphany in the Al Gebbar system, generally. He could be many places however. One of his cells kidnapped Kanta's pet, a clone of the former warlord Onesimos Loke and my creation. She wants her pet back. No one else has managed to track Cotton down.""

""She's,"" he frowns, hesitant to reveal something, then gives in. ""She's obsessed. It's made things... difficult. Do this and you may relieve me of Zal as well, that, that meddling tinker.""",
gaATGkantaPaymentZal4.text,"Ignoring your words, Cydonia turns abruptly to the court and gives a shrill cry, ""It is agreed! This captain will return the great warlord's pet-Loke! Watch now and be educated- this, this is how you serve the great warlord!""

Kanta claps once with her gauntlets, like an airlock slamming shut, and stands. Noise erupts from the court; Cydonia retreats to her side and guards step forward to lead you away. 

Your hearing before the warlord's court is over.",
gaATGkantaWrapUp1.text,"As you are led away, a trembling, bruised man held by two power-armored goons makes pleading eye contact with you. His audience is next.

You are led back through the supplicants and courtiers. Shuffling figures gleaming crimson, chrome, and gold, many eyes fall upon you. You feel their hate as Kanta - or is it Cydonia? - wields you like a bludgeon to shame them. ",
gaATGkantaWrapUp2.text,"You have an angle, at least, dubious though it may be: Brother Livewell Cotton. Epiphany. The clone of Onesimos Loke.

A pirate captain, tattooed with skulls and festooned with bandoleers shoves past you mumbling about boot-lickers. Your guards tense, but relax as the pirate and their entourage proceed. They're posturing, not looking for a fight. Despite Kanta - or Cydonia - poisoning your reputation with the pirates at-large, they won't dare stand in your way while you carry out the will of Warlord Kanta.",
gaATGkantasDenRaidStart.text,"You convene your senior officers to discuss an extraction scenario for Elissa Zal. Kanta's Den is swarming with heavily armed gangs and is enveloped by a stealth mine network. You also lack any real intel pertaining to Zal's position within the station. The potential cost and difficulty of the raid is therefore projected to be extreme. High attrition of assault shuttles must be assumed, and a dozen separate infiltration squads would have to simultaneously breach volumes where Zal could be held. 

There's no way the operation will be anything but a meat grinder. It would also be a blatant attack upon Kanta which would provoke pirates across the Sector, if that even matters anymore.",
gaATGkantaRaidFinishedA.text,"You oversee the raid from your bridge, your $shipOrFleet providing EW cover and sporadic fire support for the breaching drones and marine shuttles.

The raid hinges on mere minutes of chaos, all comms crackling with static and only tightbeam relays able to pierce the rain of EM scatter amidst clouds of chaff. Casualty reports roll in, displays in your bridge bleeding more and more red to fill the space with a bloody glow. In the confusion, more than one team reports success. This can be sorted out later- as quickly as they arrived, your forces perform an orderly withdrawal, though battered and depleted.",
gaATGkantaRaidFinishedB.text,Sporadic gunfire rattles through the corridors of Kanta's Den for a long time after your marines pull out.,
gaATGkantaRaidFinished2.text,"You meet a tired-looked Zal in an assault shuttle bay.

""I suppose I should thank you, captain,"" she says, wiping a thin dusting of carbon ash from her face.

""What a glorious wreck your invasion has made of everything. At least we saved the-"" she looks sharply at a pair of marines hauling a sealed case behind her, ""Careful with that! It's going to save us all.""

Your adjutant interrupts, ""Captain, we have a problem.""",
gaATGkantaRaidFinished3.text,"You're filled in via comms as you rush back to the bridge.

Kanta's comms are still offline, but she seems to have independent control of the stealth mine system. Tactical reports an envelope of mines closing around your $shipOrFleet. Some are simple rocks with hidden warheads and neutral gas thrusters, others have been loitering in phase-space for Ludd-knows how long. There are more than PD can possibly handle.",
gaATGkantaRaidFinished4a.text,"Tactical sweats at your inquiry, ""Sir-""

Zal appears behind you, held back by a couple guards. ""Captain! Please listen- the stealth mines are on their own network. You have to get her to deactivate them.""

She pauses for just a moment, then says ""You have something Kanta values more than taking revenge on you. Or me.""",
gaATGkantaRaidFinished4b.text,"""Sir,"" your officer says, ""Ah-""

Zal appears behind you, held back by a couple guards. ""Captain! Please listen- Kanta had me working on a new generation of the stealth mines. I've got the codes to blow them, which might give us a chance.""

""Just let me access a wide-array comms station and I'll do it.""",
gaATGkantaRaidFinished4b2.text,"Zal shoves aside your comms officer, who looks only somewhat offended, and starts furiously tapping at the controls. Within moments, a careless handful of novas blink across the tactical display.

""I hate how the interface whites out when that happens,"" your tactical officer grumbles, then reports ""Captain, the stealth mines are cleared enough for us to disengage.""",
gaATGWorkingForKanta1.text,"You hold up your hand, interrupting the pirate captain mid-threat. This seems to catch $himOrHer off guard.

You use the moment to calmly explain that you have personally been given a mission by Warlord Kanta to return her pet Loke-clone to her. It would be in their best interests if they did everything possible to facilitate the success of your mission. Imagine what Kanta would think if she heard you had been distracted from carrying out her will.",
gaATGWorkingForKanta2.text,"The pirate looks as though $heOrShe has been struck by a Tachyon Lance. 

""Y-yes, captain. Of course."" $HeOrShe struggles to regain $hisOrHer composure, ""Please, accept my profound apologies, profoundly, for the delay. I welcome you to be on your way and g-give my best regards to the Warlord.""

You snap the comms link off while the pirate is still attempting an awkward half-bow.",
gaATGtellBairdAboutKantaPlan2.text,"As you speak, Baird doesn't look tremendously impressed by Coureuse and Gargoyle's plan.

""Stupid. But bold, I admit,"" the provost says finally. ""Sometimes the direct route is the best. Like Alexander at Telmessos, yes? Just don't start too many fires on the way, please. You will soon be needed for important work; real work. I don't want you starting some kind of war when we're so close to the culmination of all I've been working toward.""",
gaATGtellBairdAboutFindingLoke2.text,"The provost looks perplexed. ""Kanta made a clone of the Warlord Loke, the very man to whom she once swore fealty? How perverse.""

Baird dismisses this with a wave. ""As a rule, I don't find it productive to dwell upon the psychology of insane pirates. Do it, or don't. Above all be on guard. The so-called Warlord Kanta achieved her place in the world through treachery and brutality in equal measure. I doubt she's changed her habits.""

Provost Baird stares out her office window, over the academy interior. ""The future we're building will have little place for her kind.""",
gaATGmeetingIsSetUpWithCotton.text,You have arranged a meeting with Brother Cotton in a spacer bar on the surface.,
gaATGneedTransponderOffToMeet.text,"You have arranged a meeting with Brother Cotton in a spacer bar on the surface, but you need to approach Epiphany with your transponder off to sneak a shuttle past what passes for the traffic authority.",
gaATGcottonRaidStart.text,"You convene your senior officers to discuss the option of seizing the Loke clone from Brother Cotton's forces. SIGINT is spotty due to Pathers' low-tech operations and HUMINT nearly impossible due to their fanaticism. Nonetheless, your officers have identified several possible fortified compounds connected with Cotton's sect. 

Any attack on Cotton will be viewed by Pathers as an attack on all. Once the shooting starts you anticipate security forces to activate planet-wide, so this has to be a quick operation. Hitting Cotton's strongholds all at once in a surprise raid will require many marines squads, but it will ensure the greatest odds of finding the Loke clone.",
gaATGcottonRaidFinishedA.text,"The main bridge is a hive of activity, with additional officers brought in to coordinate the assaults by tactical teams on the strongholds of Cotton's Pathers. A volley of quick orbital strikes from your $shipOrFleet disrupt power and communications, leaving planetside comms-chatter a confused staticky buzz of automated alerts and hand-equipment operators speaking in code.

Your part is simple now: let the marines do their work while you provide orbital cover for the extraction shuttles.

Displays flicker with vidfeed, a live order-of-battle chart ticks off nodes as casualties tick up. You watch, and wait for your raiders to return.",
gaATGcottonRaidFinishedB.text,"You meet the successful extraction team in the shuttle bay. The smell of vacuum and combat fills your nose: burnt, acrid, and metallic.",
gaATGcottonRaidFinishedContinue .text,"A couple marines in power armor undersuits escort Clone Loke into your custody. He looks around curiously. Seeing you, he stops, makes a bland, lopsided smile, and says ""Ludd blesses you, friend.""

You have him escorted to the brig for safekeeping.

Your personal comms starts buzzing; scattered planetary defenses are starting to activate. Tactical reports a tentative radar sweep from some kind of ground battery.",
gaATGEpiphanyAskLoke.text,"$HeOrShe gives you a hard look.

""The Luddic Path, you say. 'May be involved'? Look, I can see where you're going and I don't believe it is a good idea.""

$personLastName sighs. ""The security forces are occupied with hunting the most extreme militants already and, say what you will, but they have a... sense of professionalism about it. They know to respect most of us Faithful. Usually.""",
gaATGEpiphanyAskGuest.text,"$personLastName raises an eyebrow. ""Begging sweet Ludd's forgiveness, spacer, but if I did know such a good man, I would be wary of letting his name escape my lips too easily.""

""Condemn not the ignorant for they know not their error, as the book says, but Grace of the Path, protect me - and you - from inquiries best not made lest a terrible swift hammer full upon us."" $HeOrShe smiles nervously.

""Let us speak of other things,"" $heOrShe says. ""The weather! Unpleasant lately, no?""",
gaATGEpiphanyAskGuestFaith.text,"$personLastName raises an eyebrow. ""Begging sweet Ludd's forgiveness, my fellow $playerBrotherOrSister, but if I did know such a good man, I would be wary of letting his name escape my lips too easily.""

""But we're all pilgrims of the faith here, are we not?"" $HeOrShe lets the hint of a smile appear, enjoying the chance to tease at hidden knowledge. ""A pilgrim like you should visit a more worldly shrine. Come down port-side. There is a teahouse where the outworlders and Mammonites gather. There you will find your answer.""

The spacer bar, in other words. As much as a teahouse-speakeasy can pass for a decent bar in this place.",
gaATGEpiphanyAskCredits.text,"""Ah ha-ha,"" $heOrShe laughs nervously. ""Would that I could help you, friend, would that I could help you. Alas, I have no notion of such a thing and besides, what need have I for credits when devotion to the Creator nourishes my soul and keeps me tight to the Path?""

""I shall surely pray for you, captain, that the hammer, when it comes, falls softly,"" $heOrShe says. ""Would you look at the hour? I must adjourn to see to my prayers. Until our paths cross again, blessings upon you.""

$HeOrShe cuts the comm link on you somewhat abruptly, leaving you with a staticky holding pattern.",
gaATGEpiphanyAskCotton.text,"$Post $personLastName looks at you carefully before responding.

""I might recall hearing of a man by this name once. I would not know where he would be, or what he has done of late. And if I did, I would not tell. But if I were to leave a message with a friend who may have a friend who might be that man...""

$HeOrShe looks up to the stars and sighs. ""It is not my Path to judge what business you might have, begging all the forgiveness of Providence.""",
gaATGEpiphanyAskCotton2.text,"""Might be,"" $heOrShe says nervously. ""Come down port-side. There's a teahouse where the outworlders gather, where the guardians of virtue watch vigilantly for the influence of Moloch and Mammon.""

The spacer bar, in other words. As much as a teahouse-speakeasy can pass for a decent bar in this place.",
gaATGEpiphanyAskCottonAccept.text,"$HeOrShe nods, not meeting your eye. ""Then it shall be. Blessings upon you captain.""",
gaATGEpiphanyAskCottonAcceptB.text,"$HeOrShe nods, meeting your eyes. ""Then it shall be. Blessings upon you, $playerBrotherOrSister.""",
gaATGEpiphanyAskCottonDecline.text,"$HeOrShe nods, not meeting your eye. ""Perhaps your path will take you far from here. Captain.""",
gaATGEpiphanyAskCottonDeclineB.text,"$HeOrShe nods, meeting your eyes. ""Perhaps, $playerBrotherOrSister, your Path does not yet meet with that of the good man.""",
gaATGAskEpiphanyBarStart.text,"You begin with the time-honored conversation-starter of buying strangers a round 'to celebrate a good haul'. 

It is a hard sell here; off-worlders drink their vices furtively to maintain a thin veneer of Luddic deniability. You focus instead on the unbelieving Epiphany natives who regularly work with starfarers. Casually inquiring about import-export business opportunities, understood by all to be a roundabout pitch for a smuggling job, you ask, by the way, have you heard of a 'Brother Cotton'?

Invoking this name kills conversations like an EMP. One table mumbles excuses and leaves their untouched drinks, fearful that you're an informer, an enormous fool, or both.",
gaATGAskEpiphanyBar1.text,"""Watch yourself, speaking that name,"" one old ore-pusher tells you, taking a long draw from your gifted drink. ""I know folk who crossed him and they ended up dead. He's got eyes and ears everywhere. Clever enough to bend the tech-bans to his advantage, ya'know. Most true believers? Cowards pulling a con or got their brains adrift - not him though, no; he's made the Path his own and knows how to use it.""

""Welp,"" he finishes the drink with one long gulp, ""This'll be you then,"" and scuttles off just as a trio of burly thugs in mining guild uniforms approach.",
gaATGAskEpiphanyBarA1.text,"""We reject the gilt bribery of Mammon,"" says one of the heavies, spitting at your feet. The others look similarly uninterested in your offer. 

""What's our brother's good name doing in the mouth of this heretic?"" the first one says to the others, ""Might be we have to remove it ourselves.""",
gaATGAskEpiphanyBarB1.text,"""What's Brother Cotton's good name doing in the mouth of this heretic?"" the biggest one says to the others, ""Might be we have to remove it ourselves.""",
gaATGepiphanyBarPeace1.text,"""Speak not the prophet's name, unbeliever,"" the thug on the right hisses.",
gaATGAskEpiphanyBarC1.text,"One of the heavies puts an arm out to stop you, prompting your guards - unobtrusively hovering in the shadows - to step forward, ready to draw weapons.

The moment seems to freeze- the proprietor stops polishing a glass, the conversation two tables over goes quiet, and fearful eyes all turn toward the confrontation.",
gaATGepiphanyBarTalk1.text,"The lead heavy's resolve wavers, and he turns to his left. The backup pulls out a chunky device, a handmade comms unit, and mumbles a query. It emits a scratchy, distorted response. 

Whatever was said, it must have been good news. The heavies visibly relax and the leader, now more suspicious than hostile, says ""Brother Cotton would parlay. Be here to meet. After next shift.""",
gaATGepiphanyBarEndWait.text,Their leader nods warily and the pack retreats to their own table. You can feel their eyes on your back.,
gaATGepiphanyBarEndWait2a.text,"You station yourself in a nice, solid corner; back to the wall, good sightlines to exits. Your guards unobtrusively follow suit.

The tea arrives shortly and the server makes no smalltalk, eager to not give the impression that they have any association with you.",
gaATGepiphanyBarEndWait2b.text,"You buy a round for the Pather heavies and they eye you as they order something else, leaving your gifts untouched.

You station yourself in a nice, solid corner; back to the wall, good sightlines to exits. Your guards unobtrusively follow suit.",
gaATGepiphanyBarEndWait3.text,"You note the change of shift as chronometers and tastefully obsolete datapads notify the working regulars - miners and spacer crew, mostly - to finish their drinks and stumble off to their assignments.

The proprietor sets down a bottle and approaches you. ""Hear me, I beg,"" she says. ""I've nothing to do with him or his. You... you can't refuse them here, captain.""

She glances toward the table with the heavies. They're watching you both, very closely. ""I was told- the back room. He's waiting now. I- I saw nothing today.""",
gaATGepiphanyBarEndLeave.text,Their leader nods warily and the pack retreats to their own table. You can feel their eyes on your back.,
gaATGmeetCottonStart2.text,"The private room is austere, dim but for the spot of a paper lantern cast on the figure sitting facing you. He raises his face as you enter and holds a hand out to welcome you to sit. The sparse decor and furniture have the solid hand-made quality of true Luddic crafts and you know the set could be sold for a good price on any number of the core worlds.",
gaATGmeetCottonMetYes.text,"Brother Livewell Cotton stands and smiles as you enter. ""Captain $playerName,"" he says, ""It was my pleasure to hear that our paths would cross again.""

He gives you a knowing look, ""I pray you have meditated upon our previous discussion.""",
gaATGmeetCottonMetNo.text,"""Captain $playerName. I am Brother Livewell Cotton and I'm pleased to greet you. With the blessings of Ludd's peace and all that, naturally."" He winks and offers a hand.",
gaATGmeetCottonShake.text,"His smile widens slightly as you shake his hand, ""A pleasure. Call me Livewell if you like, and I'll thank you for the sentiment.""",
gaATGmeetCottonNoShake.text,"He maintains his smile. ""As you'll do. Whatever blood's between us, it never hurt anyone to be kind in a small way."" He points with his untaken hand ""Ludd said that last bit once, you know, blessings be.""

Then he brings his hands together, an unconscious return to prayer.",
gaATGmeetCottonTea.text,"""Won't you join me for tea? I offer it to you, my guest, with the safety and hospitality that I've been blessed to provide.""

He notes your hesitation and sits first. ""Come along in your own time. I'm no scorpion, I do assure you.""",
gaATGmeetCottonTeaStand.text,"""Welcome to it."" He slaps one of his legs, ""This one'll raise complaint if I stand, so I'll beg your pardon for taking leisure where I can.""",
gaATGmeetCottonTeaNever.text,"He grins, ""Then I shall content myself with the cheer of your face.""",
gaATGmeetCottonTeaSit.text,"You sit with Brother Cotton, notorious Pather terrorist.",
gaATGmeetCottonTeaHubStart.text,"Cotton arranges two plain cups, and tests the temperature of the teapot.

""Now I do know why you are here. It's no great coup of the secret-whisperers-and-listeners why the warlord Jorien Kanta has been sending a most diverse company of ne'er-do-wells to bring myself to an untimely end and, be it convenient, claim back her ungodly creation.""

He pauses, then adds, ""Though I must offer my apologies; I most assuredly except yourself from the company of those ne'er-do-wells.""",
gaATGmeetCottonTeaKnightA.text,"""I did. And you told that knight that you would repent and to prove it you paid them many credits."" He looks at you, and asks in an unassuming tone, ""Is that why you're really here? To repent?""",
gaATGmeetCottonTeaKnightB.text,"""Indeed I did so,"" he nods, as this is a mere philosophical point. ""And now here you are, your path brought together with mine. The means of Blessed Providence seem so mercurial to the eyes of us mortals, do they not?""",
gaATGmeetCottonKnightExplanation.text,"""You may not find satisfaction from that query, captain,"" Cotton says. ""But I shall answer.""",
gaATGmeetCottonKnightRepent.text,"""Indeed,"" Cotton says, drawing out the word, his tone carefully controlled. ""I will pray upon the meaning of your words, captain. This I promise.""",
gaATGmeetCottonKnightRepentB.text,"""Indeed,"" Cotton says, drawing out the word, his tone carefully controlled. ""Mind you, it is not mine to give as-such; absolution is for all humanity who do so chose.""",
gaATGmeetCottonKnightFunny.text,"""Do pardon me for contradicting my guest,"" says Cotton, ""But I do not hold lightly my decision then or now."" ",
gaATGmeetCottonTeaKnight2.text,"He leans back, meeting your eyes, as if he believes it important to face someone whose death he ordered. ""You did appear then to be an enemy of our righteous cause. In war, we battle our enemies. That is all. I did not then fully understand your significance, which... was revealed to me only recently.""",
gaATGmeetCottonTeaKnight3.text,"He pauses, looking almost shy for a moment, then says ""That... we will speak of that before we are done here.""",
gaATGmeetCottonTeaTea.text,"""Tell true, if I met you with hammer and fiery sword, would you prevail?"" Cotton nods generously, ""Might be you do. Then what would my brothers and sisters have died for? The clone?""

He takes a moment to sip his tea, and finding it hot, blows on the cup.

""It serves our holy war that Kanta not forget that the Path is all around her, ephemeral and indomitable. Killing is not victory."" He smiles wryly, ""Not always.""",
gaATGmeetCottonTeaPeace.text,"Cotton sets his tea down, smile gone.

""I confess to you that I did not always seek victory over killing. Given battle, I chose to destroy my enemy over defeating them. In time, Ludd's spirit showed me the true Path. I humbly submit and step away from that younger man's rage when it serves our holy war.""",
gaATGmeetCottonTeaFutile.text,"Cotton raises an eyebrow at this challenge and sets his tea down with a sad smile. 

""A younger man than I once was thought he might nourish his soul if only he could kill every heretic that stood before him.""

""What he found was not strength, but pride. And he- he would have killed you before you had spoken those words. On the landing pad, perhaps; a bomb in a cargo container. Or on the street, with his hands, had it come to it. That man was as blind as his enemies.""",
gaATGmeetCottonTeaDie.text,"""Yes."" Cotton sets his tea down, eyes hard.

""Yes I do. I did not don the blood-stained mantle of leadership lightly. It was to be my Path. And I shall walk without averting my eyes from the truth of my deeds. Ludd's revelation is pain!"" He slams a hand on the table, rattling the dishware. ""Ludd chose the Path not because it was easy, or kind, or without suffering!""

He speaks in almost a whisper, ""He chose because it was Good.""",
gaATGmeetCottonTeaWar.text,"""Hegemony tacticians and the thinking machines alike make the same mistake: they think that we who walk the Path can be defeated if we are measured, tracked, and numbered. Our beautiful holy war is not a mathematical calculation, but the soul of humanity. What we fight for cannot be held in databanks and logbooks.""

He looks at you carefully. ""I am certain that now is not our time to do battle,"" he says. ""We walk a path, you and I, and here it crosses but does not end. I know not but that I must have faith.""

He sips his tea. ""It's good now. You should have some.""",
gaATGmeetCottonUngodly.text,"""You know the histories, of the great and terrible Warlord Onesimos Loke, yes? Once a grand officer of the Domain..."" Cotton looks distant, ""The Knights of Ludd stood then with the Hegemony. Standing with Pride against Wrath. Was that the Path?""

""This abomination is a sad copy of Onesimos Loke concocted by so-called 'doctor' Cydonia. He is a sick man, and to please Kanta for reasons I do not understand, he made a sick joke of the miracle of life.""",
gaATGmeetCottonUngodly2.text,"""I had thought its death would be a demonstration, just as a healer excises a cancer. But as I held a gun to its head, my hand was stayed. I felt this was not the Path. Did I pity the thing? It is rare indeed that I do not find moral clarity in the execution of a heretic or abomination."" 

Cotton shakes his head, disturbed that he did not want to execute a man.

""I gave it into the care of some siblings of the faith. They taught it prayer from the Book. It appears to think, and to feel. I wonder if this is a lesson in humility. Imagine, to look upon the Creator's work and then this bloodless thing...""",
gaATGmeetCottonCydonia.text,"""Yes, yes. Cydonia. Some mercy. You have met him, I know. Is he not strange? I cannot imagine a more wretched creature - excepting his creation, the Loke-thing. Cydonia is a liar to the end of space, and even the sacred becomes sin when it has left his hands.""

""If you find occasion to bring his life to an end, I do believe it would be a good and righteous deed."" 

Cotton sips tea.",
gaATGmeetCottonCydonia2.text,"""If the Loke-thing started less than human, Kanta has lowered herself to that sorry state by her debauched pursuit of wrath and immortality.""

Brother Cotton takes another slow sip of tea, ""She is a malfunction of the machinery of the Hegemony; an obsolete hazard to be cleared away like the stealth-mines she's wrapped around her fortress.""",
gaATGmeetCottonClone.text,"""What now sits on Kanta's throne of blood and gold is abject to the teachings of blessed Ludd,"" he taps his fingers on his tea cup. ""Though a warrior cannot be ignorant of his enemies, I confess that I am not inclined to gaze too deeply into that monstrous abyss. Shall I debate an AI core, shall I ponder its heart? No, because it has no heart, no soul. It is a thing.""

""Kanta wants her abomination. This is all I need to know."" Cotton meets your eyes, ""And you will be the one to give the abomination back to her.""",
gaATGmeetCottonClone2.text,"""Yes,"" he says, his eyes unblinking. ""It has no path here. Its presence is raising questions which ought not be asked. So you will take it from my people and go.""",
gaATGmeetCottonWish.text,"Brother Livewell Cotton nods, and to your surprise simply says, ""Then you shall.""",
gaATGmeetCottonTaking.text,"Brother Cotton nods in agreement, and to your surprise says ""You are indeed.""",
gaATGmeetCottonExpected.text,"""By both of us, I tell you true.""

""I have prayed long on this matter,"" he says, bringing his hands together as if in demonstration. ""Once, long ago, I was in a prison cell. I heard a music like... like the holy pneuma, from afar. A choir of angels.""

""My heart leapt, to be touched so. Eagerly, I listened closer and in not a blink it was gone. For just a moment I was touched by grace. Do you understand? My life turned on that point; I found the Path.""",
gaATGmeetCottonEnd1.text,"""The music did not return. So that was my one moment, I thought. It had confirmed my righteous calling, and that was enough. For years I 'heard' nothing. I expected nothing."" 

""Then, one day not too long ago,"" he speaks haltingly, looking troubled. ""It, it did visit upon me again."" 

His voice is soft now, ""That was the day I was told you were to come here. What am I to make of that?""",
gaATGmeetCottonEnd2.text,"Brother Cotton stands, ""I cannot say whether it is a choir of angels or a host of demons,"" he says. ""I fear not pain, death, or judgment. But I do fear to stray from the Path.""

He adjusts his coat; one of his minions opens the door, and the clink and murmur of the teahouse returns.

""My people have already brought the abomination to your shuttle,"" and as if on cue you feel an urgent buzz from your comms.

""Go there now, with Ludd's peace,"" he says.",
gaATGmeetCottonEnd3.text,"Once outside the teahouse, you duck into a dark corner where the local vice squad is unlikely to spot you engaging in flagrant use of technology. You confirm via comms that the clone Loke has indeed been handed over to your waiting shuttle crew.

You return to your shuttle, and get the full but short story from your nervous guards: a squad of Pathers appeared, shoved a strange man into their hands, then left.",
gaATGmeetCottonEnd4.text,"Inside, a couple confused-looking marines are watching clone Loke eat a simple meal of space rations wrapped in foil. 

As you approach, Loke looks at you curiously, dropping the foil packet. With a bland smile he says ""Ludd blesses you. Together we will walk on the Path.""

You tell the marines to let him finish his lunch before escorting him to the brig for safekeeping.",
gaATGmeetCottonEndAskLokeA.text,"Loke smiles, some green thing from the ration still stuck in his teeth.

""Yes. I will go to Jorien,"" he says excitedly. ""I will tell her about the Path! She will like it.""",
gaATGmeetCottonEndAskLokeB.text,"Loke looks around, pausing a moment to take in the dusty blast-shields of the landing bay through a window. ""No,"" he says. ""It's cold.""",
gaATGmeetCottonEndAskLokeC.text,"""I..."" Loke's brow wrinkles around the grotesque scar on his forehead. ""I... want...."" 

He bites his own lip, and cries out in pain. Anger rises on his face and he stomps the foil wrapper he dropped, as if to punish the thing.

The moment passes, and slowly his breathing returns to normal. His eyes wander over the ground, then back to you. ""We will go to space now?"" he asks.",
gaATGreturnLokeStart.text,"Your nav officer calls your attention to the bridge display of the local volume; what passes for traffic control around Kanta's Den appears to be non-operational. A comms request blinks suddenly.

Warlord Kanta appears, a masked face atop a throne draped with the trophies of raids and conquest. ",
gaATGreturnLokeStart2.text,"Beside her, of course, is 'doctor' Cydonia, who begins to speak. ""Ah, so captain, do-"" 

""Do you return our dear Loke?"" Kanta booms over him.",
gaATGreturnLokeFirst.text,"Kanta breaks into a titanium smile. 

""Good, good,"" says Cydonia, rushing to get a word in. ""The warlord is much pleased with your work.""",
gaATGreturnLokeSendZal1.text,"Kanta laughs inhumanly.

""Ah,"" says the doctor, licking his lips. ""I'm afraid it isn't quite so simple as that. You've not pleased the great warlord Kanta sufficiently for her to simply give you her prize tinker.""",
gaATGreturnLokeBetrayal3.text,"Tactical whispers in your ear, ""Captain, detected stealth mines arming. Sparse envelopment of $shipOrFleet. Damage outlook - checking - moderate. They want to show they can hit us.""

Kanta's voice rolls from the comms, ""Kanta wields, and it is Kanta who orders. If... we give you a gift, it will be only at our pleasure. You must learn.""

""Yes, yes,"" Cydonia agrees, ""You must learn. Kanta has for you another task: complete it without complaint then perhaps you may win back her favor... after, after such an outrageous-""",
gaATGreturnLokeZalShows.text,"Zal joins the line, interrupting Cydonia.

""-I've decided to take Captain $playerName up on that deal,"" Zal says. Her voice sounds close, as if she is speaking from inside a vacsuit. ""Captain, I'm outside your flagship now if you would please open the bay doors.""

Shock washes over Cydonia, ""Impossible!"" he says, and turns to some minion, ""Check Zal's quarters! Now!""",
gaATGreturnLokeZalShows2.text,"Kanta's voice roars painfully across the comms, ""Call my fleets! Destroy th-"" 

Her cybernetic visage crackles in a wash of static.",
gaATGreturnLokeZal2.text,"Zal's image flickers, then holds steady. 

""I took the liberty of injecting one of Gargoyle's tricks into their network."" She smirks. ""Would you mind letting me on board? It won't take them long to get a signal out. This volume is going to be swarming with pirates very soon, to say nothing of the stealth mine network.""",
gaATGreturnLokeZal3.text,"After a tense minute, security reports that they've brought Zal aboard - along with a large equipment case. At your orders, your security chief provides her with a ship's comm unit.

""I owe you one,"" Zal says, ""And I think I can repay you shortly. But first you're going to want to get out of the stealth mine network.""

""I think you have something Kanta values more than taking revenge on you. Or me.""",
gaATGreturnLokeAirlock1a.text,Security confirms your order.,
gaATGreturnLokeAirlock1b.text,Security confirms your order.,
gaATGreturnLokeGateRunStart1.text,"""Captain,"" your tactical officer reports, ""The stealth mines have disarmed. We're clear to disengage.""",
gaATGreturnLokeGateRun.text,"Zal speaks up, ""Kanta will call her fleets. They usually loiter in nearby hyperspace. They'll come through the jump-points, then straight for us.""

""We've got a way to get out of the Magec system without a fight,"" and you hear a smile in her voice. ""In the equipment case I brought on board: a fully operational Janus Device.""",
gaATGreturnLokeGateRunA.text,"""Course locked in. Captain,"" navigation responds, a little nervous.",
gaATGreturnLokeGateRunB.text,"""It won't be,"" says Zal. ""I promise. And besides, if it was? Imagine the hammer that would fall on Kanta.""",
gaATGreturnLokeEnd.text,"""$ShipOrFleet ready to burn,"" says navigation.",
gaATGMagecGate.text,"Before you hangs the Gate, the vast and potent derelict of a former age.",
gaATGMagecGateHaveScanned.text,"You have scanned this Gate and discovered the rhythm of the secret heart of the thing, hidden in a slip of space.",
gaATGMagecGateOptScan.text,"Your command interface lights up. 'EXECUTE SCAN' blinks expectantly. The Gate awaits, as cold as a tomb.",
gaATGMagecGateOptZalScan1.text,"""You'll need to scan the Gate,"" Zal says softly on your comm-feed. ""And then...""",
